$ python ./part1.py input.txt
2025-12-01 12:20:50,153 INFO   : Starting ./part1.py to read input.txt...
2025-12-01 12:20:50,166 INFO   : At goal, goal_count=48
2025-12-01 12:20:50,166 INFO   : At goal, goal_count=49
2025-12-01 12:20:50,166 INFO   : At goal, goal_count=50
2025-12-01 12:20:50,166 INFO   : At goal, goal_count=51
2025-12-01 12:20:50,167 INFO   : At goal, goal_count=52
2025-12-01 12:20:50,167 INFO   : At goal, goal_count=53
2025-12-01 12:20:50,167 INFO   : At goal, goal_count=54
2025-12-01 12:20:50,168 INFO   : At goal, goal_count=55
2025-12-01 12:20:50,168 INFO   : At goal, goal_count=56
2025-12-01 12:20:50,168 INFO   : At goal, goal_count=57
2025-12-01 12:20:50,168 INFO   : At goal, goal_count=58
2025-12-01 12:20:50,169 INFO   : At goal, goal_count=59
2025-12-01 12:20:50,169 INFO   : At goal, goal_count=60
2025-12-01 12:20:50,169 INFO   : At goal, goal_count=61
2025-12-01 12:20:50,170 INFO   : At goal, goal_count=62
2025-12-01 12:20:50,170 INFO   : At goal, goal_count=63
2025-12-01 12:20:50,170 INFO   : At goal, goal_count=64
2025-12-01 12:20:50,170 INFO   : At goal, goal_count=65
2025-12-01 12:20:50,171 INFO   : At goal, goal_count=66
2025-12-01 12:20:50,171 INFO   : At goal, goal_count=67
2025-12-01 12:20:50,171 INFO   : At goal, goal_count=68
2025-12-01 12:20:50,171 INFO   : At goal, goal_count=69
2025-12-01 12:20:50,172 INFO   : At goal, goal_count=70
2025-12-01 12:20:50,172 INFO   : At goal, goal_count=71
2025-12-01 12:20:50,172 INFO   : At goal, goal_count=72
2025-12-01 12:20:50,172 INFO   : At goal, goal_count=73
2025-12-01 12:20:50,172 INFO   : At goal, goal_count=74
2025-12-01 12:20:50,173 INFO   : At goal, goal_count=75
2025-12-01 12:20:50,173 INFO   : At goal, goal_count=76
2025-12-01 12:20:50,173 INFO   : At goal, goal_count=77
2025-12-01 12:20:50,173 INFO   : At goal, goal_count=78
2025-12-01 12:20:50,173 INFO   : At goal, goal_count=79
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=80
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=81
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=82
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=83
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=84
2025-12-01 12:20:50,174 INFO   : At goal, goal_count=85
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=86
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=87
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=88
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=89
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=90
2025-12-01 12:20:50,175 INFO   : At goal, goal_count=91
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=92
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=93
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=94
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=95
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=96
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=97
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=98
2025-12-01 12:20:50,176 INFO   : At goal, goal_count=99
2025-12-01 12:20:50,177 INFO   : At goal, goal_count=100
2025-12-01 12:20:50,177 INFO   : At goal, goal_count=101
2025-12-01 12:20:50,177 INFO   : At goal, goal_count=102
2025-12-01 12:20:50,177 INFO   : At goal, goal_count=103
2025-12-01 12:20:50,177 INFO   : At goal, goal_count=104
2025-12-01 12:20:50,178 INFO   : At goal, goal_count=105
2025-12-01 12:20:50,178 INFO   : At goal, goal_count=106
2025-12-01 12:20:50,178 INFO   : At goal, goal_count=107
2025-12-01 12:20:50,178 INFO   : At goal, goal_count=108
2025-12-01 12:20:50,178 INFO   : At goal, goal_count=109
2025-12-01 12:20:50,179 INFO   : At goal, goal_count=110
2025-12-01 12:20:50,179 INFO   : At goal, goal_count=111
2025-12-01 12:20:50,179 INFO   : At goal, goal_count=112
2025-12-01 12:20:50,179 INFO   : At goal, goal_count=113
2025-12-01 12:20:50,179 INFO   : At goal, goal_count=114
2025-12-01 12:20:50,180 INFO   : At goal, goal_count=115
2025-12-01 12:20:50,180 INFO   : At goal, goal_count=116
2025-12-01 12:20:50,180 INFO   : At goal, goal_count=117
2025-12-01 12:20:50,180 INFO   : At goal, goal_count=118
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=119
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=120
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=121
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=122
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=123
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=124
2025-12-01 12:20:50,181 INFO   : At goal, goal_count=125
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=126
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=127
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=128
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=129
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=130
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=131
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=132
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=133
2025-12-01 12:20:50,182 INFO   : At goal, goal_count=134
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=135
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=136
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=137
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=138
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=139
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=140
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=141
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=142
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=143
2025-12-01 12:20:50,183 INFO   : At goal, goal_count=144
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=145
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=146
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=147
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=148
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=149
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=150
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=151
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=152
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=153
2025-12-01 12:20:50,184 INFO   : At goal, goal_count=154
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=155
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=156
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=157
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=158
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=159
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=160
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=161
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=162
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=163
2025-12-01 12:20:50,185 INFO   : At goal, goal_count=164
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=165
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=166
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=167
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=168
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=169
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=170
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=171
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=172
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=173
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=174
2025-12-01 12:20:50,186 INFO   : At goal, goal_count=175
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=176
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=177
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=178
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=179
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=180
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=181
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=182
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=183
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=184
2025-12-01 12:20:50,187 INFO   : At goal, goal_count=185
2025-12-01 12:20:50,188 INFO   : At goal, goal_count=186
2025-12-01 12:20:50,188 INFO   : At goal, goal_count=187
2025-12-01 12:20:50,188 INFO   : At goal, goal_count=188
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=189
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=190
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=191
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=192
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=193
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=194
2025-12-01 12:20:50,189 INFO   : At goal, goal_count=195
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=196
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=197
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=198
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=199
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=200
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=201
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=202
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=203
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=204
2025-12-01 12:20:50,190 INFO   : At goal, goal_count=205
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=206
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=207
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=208
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=209
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=210
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=211
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=212
2025-12-01 12:20:50,191 INFO   : At goal, goal_count=213
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=214
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=215
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=216
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=217
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=218
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=219
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=220
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=221
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=222
2025-12-01 12:20:50,192 INFO   : At goal, goal_count=223
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=224
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=225
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=226
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=227
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=228
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=229
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=230
2025-12-01 12:20:50,193 INFO   : At goal, goal_count=231
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=232
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=233
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=234
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=235
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=236
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=237
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=238
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=239
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=240
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=241
2025-12-01 12:20:50,194 INFO   : At goal, goal_count=242
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=243
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=244
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=245
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=246
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=247
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=248
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=249
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=250
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=251
2025-12-01 12:20:50,195 INFO   : At goal, goal_count=252
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=253
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=254
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=255
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=256
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=257
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=258
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=259
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=260
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=261
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=262
2025-12-01 12:20:50,196 INFO   : At goal, goal_count=263
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=264
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=265
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=266
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=267
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=268
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=269
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=270
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=271
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=272
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=273
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=274
2025-12-01 12:20:50,197 INFO   : At goal, goal_count=275
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=276
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=277
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=278
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=279
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=280
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=281
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=282
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=283
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=284
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=285
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=286
2025-12-01 12:20:50,198 INFO   : At goal, goal_count=287
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=288
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=289
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=290
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=291
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=292
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=293
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=294
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=295
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=296
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=297
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=298
2025-12-01 12:20:50,199 INFO   : At goal, goal_count=299
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=300
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=301
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=302
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=303
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=304
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=305
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=306
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=307
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=308
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=309
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=310
2025-12-01 12:20:50,200 INFO   : At goal, goal_count=311
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=312
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=313
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=314
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=315
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=316
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=317
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=318
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=319
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=320
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=321
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=322
2025-12-01 12:20:50,201 INFO   : At goal, goal_count=323
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=324
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=325
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=326
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=327
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=328
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=329
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=330
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=331
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=332
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=333
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=334
2025-12-01 12:20:50,202 INFO   : At goal, goal_count=335
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=336
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=337
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=338
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=339
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=340
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=341
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=342
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=343
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=344
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=345
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=346
2025-12-01 12:20:50,203 INFO   : At goal, goal_count=347
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=348
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=349
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=350
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=351
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=352
2025-12-01 12:20:50,204 INFO   : At goal, goal_count=353
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=354
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=355
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=356
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=357
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=358
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=359
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=360
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=361
2025-12-01 12:20:50,205 INFO   : At goal, goal_count=362
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=363
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=364
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=365
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=366
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=367
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=368
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=369
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=370
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=371
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=372
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=373
2025-12-01 12:20:50,206 INFO   : At goal, goal_count=374
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=375
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=376
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=377
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=378
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=379
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=380
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=381
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=382
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=383
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=384
2025-12-01 12:20:50,207 INFO   : At goal, goal_count=385
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=386
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=387
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=388
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=389
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=390
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=391
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=392
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=393
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=394
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=395
2025-12-01 12:20:50,208 INFO   : At goal, goal_count=396
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=397
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=398
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=399
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=400
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=401
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=402
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=403
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=404
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=405
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=406
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=407
2025-12-01 12:20:50,209 INFO   : At goal, goal_count=408
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=409
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=410
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=411
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=412
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=413
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=414
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=415
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=416
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=417
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=418
2025-12-01 12:20:50,210 INFO   : At goal, goal_count=419
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=420
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=421
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=422
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=423
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=424
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=425
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=426
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=427
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=428
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=429
2025-12-01 12:20:50,211 INFO   : At goal, goal_count=430
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=431
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=432
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=433
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=434
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=435
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=436
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=437
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=438
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=439
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=440
2025-12-01 12:20:50,212 INFO   : At goal, goal_count=441
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=442
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=443
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=444
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=445
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=446
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=447
2025-12-01 12:20:50,213 INFO   : At goal, goal_count=448
